date,pH_Song_SG,pH_vao_nha_may,pH_dau_be_tron,pH_dau_be_lang,pH_sau_be_lang,pH_dau_be_chua_moi,pH_dau_be_chua_cu,pH_ra_nha_may,Clo_vao_nha_may,Clo_dau_be_tron,Clo_dau_be_chua_moi,Clo_dau_be_chua_cu,Clo_ra_nha_may,Doduc_vao_nha_may,Doduc_sau_lang,Doduc_sau_loc,Doduc_dau_be_chua_moi,Doduc_dau_be_chua_cu,Doduc_ra_nha_may,Mn_vao_nha_may,Mn_sau_lang,Mn_sau_loc,Mn_ra_nha_may,Fe_vao_nha_may,Fe_ra_nha_may,Mau_vao_nha_may_BK,Mau_vao_nha_may_thuc,Mau_ra_nha_may,Man_ra_nha_may,SS_vao_nha_may,SS_sau_lang,SS_ra_nha_may,Dodan_vao_nha_may,Dodan_ra_nha_may,DO_vao_nha_may,DO_ra_nha_may,NH3_song_sai_gon,NH3_vao_nha_may,NH3_sau_loc,NH3_ra_nha_may,F_dau_be_chua_moi,F_ra_nha_may,Thetich_Jartest_PAC,Nongdo_Jartest_PAC,Man_song_saigon,q_pH,q_DO,q_NH3,q_Doduc,q_TSS,q_Fe,q_Mn,OT
2019-04-08,6.91744691685524,6.979166666666667,6.5541666666666645,6.324999999999998,6.233333333333333,6.170833333333333,8.049999999999999,7.566666666666666,0.0445833333333333,1.6708333333333336,1.2,0.7333333333333333,1.0083333333333333,27.75,4.083333333333333,0.5504166666666667,0.24125,0.3866666666666667,0.2933333333333334,128.0,57.333333333333336,44.66666666666666,15.0,0.8,0.02,180.25,7.25,0.0,41.25,34.03553474618039,3.908863150977493,0.00972427375677,248.0,305.0,3.7,7.3,0.4543363956556795,0.1475,0.0003372434017595,0.0,0.52,0.43,22.65291183654909,27.56798457547389,87.50575975625115,100.0,40,80,40,70,60,40,61.42857142857143
2019-04-09,6.152003970304198,7.025,6.520833333333332,6.30125,6.179166666666667,6.087499999999998,8.1625,7.641666666666668,0.0345833333333333,1.5541666666666665,1.135,0.6833333333333331,0.9875,28.75,4.345833333333333,0.6370833333333334,0.3270833333333334,0.4420833333333333,0.3700000000000001,122.66666666666669,56.0,47.66666666666666,14.0,0.97,0.01,206.0,6.5,0.0,40.0,34.03553474618039,3.908863150977493,0.00972427375677,229.0,343.0,3.2,7.3,0.4414128528287013,0.1136363636363636,0.0003372434017595,0.0,0.4883333333333333,0.4416666666666666,22.65291183654909,27.56798457547389,93.978065619135,100.0,40,80,40,70,60,40,61.42857142857143
2019-04-10,6.152003970304198,6.983333333333334,6.5625,6.287500000000001,6.183333333333333,6.116666666666666,8.062499999999998,7.658333333333331,0.0279166666666666,1.5250000000000004,1.2708333333333333,0.7375000000000002,1.0375000000000003,32.25,4.029166666666668,0.5541666666666666,0.2275,0.39375,0.3066666666666666,111.33333333333331,52.0,42.5,12.0,0.88,0.01,153.66666666666666,7.333333333333333,0.0,41.142857142857146,34.03553474618039,3.908863150977493,0.00972427375677,224.0,366.0,2.9,7.2,0.4404166666666667,0.1016666666666666,0.0003372434017595,0.0,0.5383333333333333,0.5216666666666666,22.65291183654909,27.56798457547389,92.38333333333333,100.0,40,80,40,70,60,40,61.42857142857143
2019-04-11,6.152003970304198,6.991666666666666,6.554166666666664,6.225000000000002,6.145833333333333,6.079166666666666,8.120833333333332,7.570833333333332,0.035,1.533333333333333,1.1000000000000003,0.6666666666666666,1.0083333333333333,25.58333333333333,4.625000000000001,0.535,0.2245833333333333,0.3899999999999999,0.3120833333333334,116.33333333333331,49.333333333333336,40.5,11.666666666666666,0.89,0.03,176.75,6.25,0.0,42.5,34.03553474618039,3.908863150977493,0.00972427375677,219.0,357.0,5.1,7.1,0.7088931764786442,0.12,0.0003372434017595,0.0,0.4266666666666666,0.4366666666666666,22.65291183654909,27.56798457547389,89.65601433107862,100.0,70,80,40,70,60,40,65.71428571428571
2019-04-12,6.152003970304198,7.0375000000000005,6.529166666666666,6.287500000000004,6.170833333333333,6.099999999999999,8.254166666666666,7.679166666666666,0.03375,1.6166666666666665,1.1875,0.7083333333333331,1.020833333333333,22.95833333333333,4.208333333333333,0.4716666666666667,0.2176249999999999,0.3804166666666666,0.29125,102.83333333333331,47.0,33.5,11.833333333333334,0.76,0.03,143.5,5.25,0.0,43.0,34.03553474618039,3.908863150977493,0.00972427375677,224.0,346.0,2.4,7.3,0.6020411103106444,0.1275,0.0003372434017595,0.0,0.5063333333333333,0.4533333333333333,22.65291183654909,27.56798457547389,90.45863090898052,100.0,40,80,40,70,60,40,61.42857142857143
2019-04-13,6.152003970304198,7.004347826086957,6.539130434782607,6.247826086956524,6.1913043478260885,6.073913043478259,8.104347826086956,7.782608695652174,0.0313043478260869,1.565217391304348,1.0608695652173912,0.6739130434782608,1.056521739130435,21.91304347826087,4.0782608695652165,0.4730434782608694,0.1943478260869565,0.4047826086956522,0.3121739130434783,104.66666666666669,49.16666666666666,38.833333333333336,12.666666666666666,0.96,0.03,152.75,5.0,0.0,41.25,34.03553474618039,3.908863150977493,0.00972427375677,269.0,292.0,3.6,6.9,0.7112499999999998,0.2125,0.0003372434017595,0.0,0.4533333333333333,0.4716666666666667,22.65291183654909,27.56798457547389,93.41208333333334,100.0,40,80,40,70,60,40,61.42857142857143
2019-04-14,6.152003970304198,6.970833333333336,6.525000000000002,6.258333333333332,6.162499999999999,6.0375000000000005,8.033333333333331,7.895833333333333,0.0354545454545454,1.6041666666666667,1.1333333333333335,0.6208333333333332,1.0,22.5,4.375000000000001,0.5295833333333334,0.2241666666666667,0.4304166666666666,0.3129166666666667,105.83333333333331,50.833333333333336,42.833333333333336,13.666666666666666,0.95,0.02,149.25,5.0,0.0,45.85714285714285,34.03553474618039,3.908863150977493,0.00972427375677,222.0,301.0,2.6,7.1,0.7654166666666669,0.2116666666666666,0.0003372434017595,0.0,0.5066666666666667,0.415,22.65291183654909,27.56798457547389,90.7525,100.0,40,80,40,70,60,40,61.42857142857143
2019-04-15,6.152003970304198,7.033333333333334,6.574999999999999,6.354166666666667,6.208333333333333,6.124999999999997,8.2125,7.808333333333333,0.0445833333333333,1.5041666666666664,1.1875000000000002,0.7125,1.0333333333333332,24.791666666666668,4.145833333333334,0.5424999999999999,0.2416666666666666,0.41375,0.3308333333333333,118.66666666666669,50.5,40.0,13.666666666666666,0.65,0.05,197.25,7.25,0.0,42.375,34.03553474618039,3.908863150977493,0.00972427375677,227.0,312.0,4.9,6.7,0.4877979619546008,0.2775,0.0003372434017595,0.0,0.5316666666666667,0.4566666666666665,17.333333333333332,20.86933333333333,93.59433177315655,100.0,70,80,40,70,60,40,65.71428571428571
2019-04-16,6.87827299127503,7.029166666666666,6.599999999999999,6.366666666666666,6.031666666666666,6.18333333333333,8.137500000000001,7.725,0.045,1.4416666666666669,1.1250000000000002,0.6625000000000001,0.9958333333333336,28.166666666666668,5.145833333333333,0.6358333333333334,0.3445833333333333,0.4637500000000001,0.3866666666666667,131.66666666666666,59.833333333333336,49.333333333333336,17.0,0.53,0.03,175.75,7.0,0.0,48.0,34.03553474618039,3.908863150977493,0.00972427375677,342.0,309.0,2.8,6.7,0.74986473695035,0.2541666666666667,0.0003372434017595,0.0,0.5199999999999999,0.5216666666666667,19.166666666666668,23.076666666666668,93.2468747443623,100.0,40,80,40,70,60,40,61.42857142857143
2019-04-17,6.61086956521739,7.004166666666667,6.591666666666664,6.395833333333333,6.283333333333334,6.283333333333335,7.983333333333334,7.666666666666668,0.039047619047619,1.575,1.2125,0.7499999999999997,1.0250000000000004,30.95833333333333,4.216666666666666,0.40125,0.2491666666666666,0.4533333333333333,0.3141666666666666,133.16666666666666,57.16666666666666,50.16666666666666,17.0,0.48,0.03,167.0,7.25,0.0,50.5,34.03553474618039,3.908863150977493,0.00972427375677,519.0,311.0,2.7,6.2,0.6766666666666666,0.2030769230769231,0.0003372434017595,0.0,0.4883333333333333,0.4916666666666667,19.83333333333333,23.87933333333333,113.38541666666669,100.0,40,80,40,70,80,40,64.28571428571429
2019-04-18,6.60625,7.045833333333332,6.616666666666666,6.441666666666669,6.345833333333335,6.329166666666667,7.991666666666667,7.7,0.0370833333333333,1.5208333333333333,1.1291666666666669,0.6208333333333332,1.0166666666666668,37.25,4.65,0.4870833333333333,0.4158333333333333,0.5116666666666667,0.3745833333333333,146.33333333333334,46.66666666666666,41.5,16.5,0.74,0.02,273.0,12.0,0.25,58.125,34.03553474618039,3.908863150977493,0.00972427375677,572.0,352.0,2.5,6.7,0.4258333333333333,0.1508333333333333,0.0003372434017595,0.0,0.4766666666666667,0.4783333333333333,19.416666666666668,23.377666666666663,112.88,100.0,40,80,40,70,60,40,61.42857142857143
2019-04-19,6.627358795868026,7.020833333333333,6.558333333333333,6.354166666666668,6.3041666666666645,6.241666666666666,8.241666666666669,7.829166666666667,0.0426086956521739,1.7525000000000004,1.1772727272727268,0.6208333333333332,0.975,32.875,4.108333333333335,0.4966666666666666,0.345,0.39,0.3720833333333334,147.83333333333334,48.16666666666666,43.16666666666666,13.666666666666666,1.01,0.03,261.0,7.0,0.0,63.285714285714285,34.03553474618039,3.908863150977493,0.00972427375677,411.0,371.0,2.7,6.3,0.5820817474777161,0.1341666666666666,0.0003372434017595,0.0,0.53,0.4116666666666667,19.416666666666668,23.37766666666667,107.85865977701518,100.0,40,80,40,70,40,40,58.57142857142857
2019-04-20,6.617338084512288,6.995833333333334,6.55,6.383333333333334,6.250000000000003,6.216666666666668,8.220833333333333,7.712500000000001,0.0333333333333333,1.5375,1.2916666666666667,0.6916666666666665,0.9708333333333328,34.458333333333336,4.8,0.7708333333333334,0.3316666666666667,0.385,0.3441666666666667,147.5,48.333333333333336,38.833333333333336,13.166666666666666,1.21,0.03,271.75,9.0,0.0,51.833333333333336,34.03553474618039,3.908863150977493,0.00972427375677,386.0,349.0,2.6,6.8,0.2218608884722926,0.1583333333333333,0.0003372434017595,0.0,0.5283333333333333,0.5016666666666666,20.83333333333333,25.08333333333333,100.51869061739755,100.0,40,80,40,70,40,40,58.57142857142857
2019-04-21,6.620463541481229,6.929166666666668,6.512499999999999,6.383333333333336,6.2833333333333306,6.208333333333335,8.129166666666665,7.725,0.0366666666666666,1.645833333333333,1.025,0.6308333333333332,0.9958333333333332,32.0,4.929166666666668,0.7074999999999999,0.2816666666666667,0.4087500000000001,0.3370833333333333,132.5,48.0,40.833333333333336,14.833333333333334,1.12,0.03,210.25,6.75,0.0,44.6,34.03553474618039,3.908863150977493,0.00972427375677,273.0,370.0,2.9,6.9,0.5588281238865521,0.1674999999999999,0.0003372434017595,0.0,0.4816666666666666,0.4416666666666667,20.666666666666668,24.88266666666667,66.1519095632765,100.0,40,80,40,70,40,40,58.57142857142857
2019-04-22,6.609999999999999,6.925000000000002,6.499999999999999,6.304166666666667,6.200000000000002,6.133333333333332,8.1875,7.712500000000001,0.03875,1.6874999999999998,1.24375,0.7458333333333335,1.0375000000000003,31.45833333333333,4.954166666666668,0.8141666666666666,0.3741666666666667,0.5175,0.3654166666666667,119.0,46.16666666666666,32.166666666666664,13.166666666666666,0.89,0.02,202.5,6.75,0.0,43.333333333333336,34.03553474618039,3.908863150977493,0.00972427375677,225.0,292.0,2.3,6.7,0.5383333333333334,0.1666666666666666,0.0003372434017595,0.0,0.4616666666666666,0.45,20.0,24.08,76.93874999999998,100.0,40,80,40,70,60,40,61.42857142857143
2019-04-23,6.563517783085504,7.0,6.549999999999998,6.348333333333334,6.249999999999997,6.233333333333332,8.283333333333333,7.745833333333333,0.04,1.6125,1.05,0.6,0.9875,32.333333333333336,4.125000000000001,0.9224999999999997,0.4625000000000001,0.4804166666666666,0.40625,125.33333333333331,42.333333333333336,32.666666666666664,11.5,0.86,0.02,175.75,6.0,0.0,35.333333333333336,34.03553474618039,3.908863150977493,0.00972427375677,189.0,273.0,2.8,7.1,0.4892163614432017,0.1525,0.0003372434017595,0.0,0.5216666666666666,0.4416666666666666,20.0,24.08,72.0871683278068,100.0,40,80,40,70,60,40,61.42857142857143
2019-04-24,6.565833333333333,7.025,6.599999999999997,6.400000000000002,6.2,6.099999999999998,8.025,7.649999999999999,0.0266666666666666,1.3833333333333335,0.9249999999999998,0.5749999999999998,0.9875000000000002,30.33333333333333,5.070833333333334,0.8433333333333333,0.4616666666666666,0.4529166666666666,0.4133333333333333,129.83333333333334,41.5,35.166666666666664,13.5,0.9,0.01,191.5,5.5,0.0,37.16666666666666,34.03553474618039,3.908863150977493,0.00972427375677,176.0,278.0,3.1,6.9,0.4633333333333334,0.1525,0.0003372434017595,0.0,0.4966666666666666,0.4083333333333334,20.83333333333333,25.08333333333333,74.00875,100.0,40,80,40,70,60,40,61.42857142857143
2019-04-25,6.571527460927055,7.004166666666667,6.533333333333332,6.400000000000002,6.216666666666669,6.133333333333333,8.070833333333333,7.725000000000001,0.0414583333333333,1.6045454545454547,0.9590909090909092,0.6625,0.9708333333333332,30.416666666666668,5.279166666666668,0.8549166666666669,0.4570833333333333,0.4866666666666666,0.3970833333333333,114.16666666666669,42.833333333333336,33.333333333333336,12.666666666666666,0.94,0.01,236.25,5.5,0.0,36.833333333333336,34.03553474618039,3.908863150977493,0.00972427375677,159.0,285.0,3.3,7.1,0.4495269095525145,0.1458333333333333,0.0003372434017595,0.0,0.475,0.4633333333333333,20.0,24.08,70.81785843669364,100.0,40,80,40,70,60,40,61.42857142857143
2019-04-26,6.552083333333332,6.954166666666667,6.549999999999997,6.345833333333334,6.245833333333333,6.166666666666665,8.0625,7.595833333333334,0.0325833333333333,1.4600000000000002,1.0166666666666668,0.6083333333333332,0.9875,28.916666666666668,3.9958333333333336,0.7599999999999999,0.33,0.395,0.3291666666666666,100.5,38.333333333333336,31.666666666666668,11.0,0.99,0.01,220.75,6.25,0.0,30.166666666666668,34.03553474618039,3.908863150977493,0.00972427375677,152.0,254.0,3.4,7.2,0.4083333333333332,0.1566666666666667,0.0003372434017595,0.0,0.5083333333333333,0.4016666666666666,20.0,24.08,68.19166666666666,100.0,40,80,40,70,60,40,61.42857142857143
2019-04-27,6.561249999999999,6.970833333333335,6.508333333333333,6.308333333333333,6.241666666666666,6.1583333333333306,8.225000000000001,7.762499999999999,0.035,1.6291666666666669,1.0041666666666669,0.6458333333333333,0.9958333333333332,25.58333333333333,3.658333333333333,0.7425,0.3358333333333332,0.4295833333333334,0.3195833333333333,100.33333333333331,40.16666666666666,33.666666666666664,10.5,1.04,0.01,252.0,7.5,0.0,35.666666666666664,34.03553474618039,3.908863150977493,0.00972427375677,162.0,233.0,3.1,6.5,0.3729166666666667,0.1716666666666666,0.0003372434017595,0.0,0.4949999999999999,0.4483333333333333,20.0,24.08,64.84208333333335,100.0,40,80,40,70,40,40,58.57142857142857
2019-04-28,6.445883674422901,6.912500000000002,6.491666666666667,6.291666666666664,6.262499999999998,6.1625000000000005,8.33,7.695833333333333,0.0358333333333333,1.695833333333333,1.1083333333333334,0.658333333333333,0.9958333333333336,25.625,4.3166666666666655,0.6770833333333334,0.2741666666666667,0.31625,0.2833333333333334,106.16666666666669,42.16666666666666,36.0,10.333333333333334,0.89,0.01,213.0,6.75,0.0,26.6,34.03553474618039,3.908863150977493,0.00972427375677,157.0,207.0,2.7,6.5,0.4031399731006886,0.2325,0.0003372434017595,0.0,0.4983333333333333,0.4049999999999999,21.08333333333333,25.38433333333333,59.262281140689375,100.0,40,80,40,70,60,40,61.42857142857143
2019-04-29,6.505416666666666,7.037500000000001,6.568333333333334,6.395833333333336,6.245833333333335,6.258333333333334,8.114166666666666,7.754166666666666,0.0308695652173913,1.4375,0.9708333333333332,0.6166666666666665,0.9958333333333336,26.625,4.425,0.6833333333333332,0.2979166666666666,0.3316666666666666,0.2795833333333333,108.33333333333331,46.66666666666666,41.66666666666666,14.333333333333334,0.91,0.02,171.0,5.25,0.0,27.33333333333333,34.03553474618039,3.908863150977493,0.00972427375677,183.0,154.0,3.1,7.4,0.6604166666666668,0.3428571428571429,0.0003372434017595,0.0,0.5183333333333334,0.4683333333333333,20.25,24.381,55.81041666666668,100.0,40,60,40,70,60,40,58.57142857142857
2019-04-30,6.545000000000002,6.954166666666667,6.508333333333334,6.279166666666669,6.195833333333329,6.170833333333331,8.166666666666666,7.695833333333333,0.0345833333333333,1.5916666666666668,1.0708333333333335,0.7458333333333332,0.9791666666666669,24.70833333333333,3.5875000000000004,0.6524999999999999,0.24,0.3337499999999999,0.2535,115.5,48.5,39.5,13.5,0.93,0.025,227.0,6.0,0.0,29.33333333333333,34.03553474618039,3.908863150977493,0.00972427375677,160.0,200.0,2.7,6.6,0.7054166666666667,0.2830610961719491,0.0003372434017595,0.0,0.4583333333333333,0.4933333333333333,20.0,24.079999999999995,56.82833333333334,100.0,40,80,40,70,60,40,61.42857142857143
2019-05-01,6.583438788519964,6.929166666666667,6.445833333333332,6.241666666666666,6.187500000000001,6.070833333333334,8.081249999999997,7.774999999999999,0.0354166666666666,1.683333333333333,1.3041666666666667,0.7291666666666669,1.0125000000000004,28.416666666666668,4.333333333333333,0.6754166666666667,0.265,0.3366666666666666,0.2845833333333333,130.66666666666666,64.66666666666667,43.333333333333336,14.0,0.71,0.03,230.75,6.5,0.0,28.0,34.03553474618039,3.908863150977493,0.00972427375677,222.0,205.0,2.6,6.7,0.7181968314780129,0.3577777777777777,0.0003372434017595,0.0,0.505,0.41,20.0,24.079999999999995,58.7313279389934,100.0,40,60,40,70,60,40,58.57142857142857
2019-05-02,6.515661954075571,6.916666666666669,6.470833333333335,6.262499999999998,6.158333333333334,6.125,8.191666666666665,7.762499999999999,0.0433333333333333,1.6583333333333332,1.1875,0.7499999999999999,0.9916666666666668,28.791666666666668,3.995833333333333,0.6858333333333335,0.2820833333333334,0.36,0.3008333333333333,131.33333333333334,54.5,44.0,12.5,0.57,0.03,181.0,6.0,0.0,28.5,34.03553474618039,3.908863150977493,0.00972427375677,272.0,205.0,2.4,6.5,0.6560978724724718,0.3114285714285714,0.0003372434017595,0.0,0.5,0.3883333333333333,20.0,24.080000000000013,61.21984283590959,100.0,40,60,40,70,60,40,58.57142857142857
2019-05-03,6.483333333333332,6.900000000000002,6.425,6.2,6.112499999999998,6.079166666666666,8.020833333333334,7.525000000000001,0.0379166666666666,1.6083333333333334,1.225,0.6208333333333335,0.9833333333333332,35.375,3.912500000000001,0.4466666666666666,0.2533333333333333,0.3191666666666667,0.2820833333333333,134.66666666666666,54.0,45.66666666666666,13.333333333333334,0.68,0.01,434.0,7.25,0.0,28.166666666666668,34.03553474618039,3.908863150977493,0.00972427375677,290.0,209.0,2.9,6.7,0.6295833333333335,0.2830610961719491,0.0003372434017595,5.321610365571495e-05,0.455,0.49,20.25,24.38100000000001,55.93375,100.0,40,80,40,70,60,40,61.42857142857143
2019-05-04,6.49375,6.900000000000002,6.383333333333336,6.187500000000001,6.166666666666669,6.108333333333332,7.904166666666666,7.535833333333334,0.03375,1.4666666666666668,1.0791666666666668,0.6458333333333333,0.9791666666666664,34.5,4.016666666666667,0.30375,0.2545833333333333,0.3445416666666667,0.2695833333333333,130.5,49.16666666666666,46.66666666666666,14.333333333333334,0.92,0.01,340.25,9.5,0.0,26.0,33.0,2.5,0.0,225.0,194.0,2.9,7.03,0.5270833333333332,0.2830610961719491,0.0003372434017595,5.321610365571495e-05,0.4666666666666667,0.415,19.473684210526315,23.578333333333333,52.93875,100.0,40,80,40,70,60,40,61.42857142857143
2019-05-05,6.5349495133710285,6.891666666666667,6.437499999999999,6.254166666666666,6.175,6.15,8.045833333333334,7.6125,0.0370833333333333,1.5708333333333335,1.3125000000000002,0.7375000000000002,1.0125,32.625,4.2375,0.2825,0.2645833333333333,0.3333333333333333,0.27625,137.5,60.66666666666666,51.5,14.5,0.94,0.01,337.75,7.75,0.0,27.83333333333333,32.5,3.5,0.0,207.0,204.0,2.1,6.4,0.3941605898034241,0.2830610961719491,0.0003372434017595,5.321610365571495e-05,0.525,0.5066666666666667,20.75,24.983,56.46509583538228,100.0,40,80,40,70,60,40,61.42857142857143
2019-05-06,6.552754705316489,6.9416666666666655,6.458333333333332,6.300000000000001,6.195833333333334,6.145833333333332,8.241666666666669,7.641666666666666,0.0375,1.5375,1.1541666666666668,0.6499999999999998,0.9833333333333334,32.458333333333336,4.875,0.2895833333333332,0.255,0.3166666666666667,0.2645833333333333,143.5,57.66666666666666,50.5,15.166666666666666,0.98,0.04,249.0,9.0,0.0,25.83333333333333,34.25,5.5,0.0,202.0,201.0,2.0,6.9,0.3328417675259212,0.1744444444444444,0.0003372434017595,0.0,0.5800000000000001,0.5200000000000001,20.25,24.381,57.263579101955855,100.0,40,80,40,70,60,40,61.42857142857143
2019-05-07,6.579583333333333,6.983333333333334,6.495833333333335,6.329166666666667,6.229166666666667,6.149999999999996,8.129166666666666,7.616666666666668,0.0383333333333333,1.5625000000000002,1.2208333333333334,0.7374999999999998,1.0083333333333333,30.45833333333333,5.445833333333333,0.2908333333333334,0.25375,0.3720833333333333,0.2958333333333333,138.66666666666666,62.0,53.333333333333336,16.166666666666668,0.95,0.01,233.75,6.5,0.0,27.0,0.0,0.0,0.0,193.0,210.0,2.6,6.8,0.255,0.1591666666666666,0.0,0.0,0.54,0.4433333333333333,21.5,25.886,60.67416666666667,100.0,40,80,40,100,60,40,65.71428571428571
2019-05-08,6.579999999999999,6.995833333333335,6.529166666666666,6.333333333333336,6.2416666666666645,6.170833333333331,8.033333333333333,7.6625,0.0433333333333333,1.854166666666667,1.2791666666666668,0.6708333333333331,1.0000000000000004,31.25,5.862500000000001,0.3445833333333333,0.3033333333333333,0.34225,0.285,141.33333333333334,55.16666666666666,49.16666666666666,13.166666666666666,1.26,0.01,290.25,10.5,0.0,31.166666666666668,28.5,5.75,0.0,191.0,218.0,2.4,6.7,0.3716666666666668,0.2830610961719491,0.0003372434017595,5.321610365571495e-05,0.4683333333333332,0.44,21.08333333333333,25.38433333333333,63.558333333333344,100.0,40,80,40,70,40,40,58.57142857142857
2019-05-09,6.507543820805019,6.995833333333333,6.470833333333332,6.266666666666668,6.224999999999998,6.208333333333332,8.108333333333334,7.704166666666667,0.03875,1.9166666666666667,1.3458333333333334,0.6708333333333331,0.9833333333333334,26.45833333333333,6.370833333333334,0.3041666666666666,0.2654166666666667,0.3824999999999999,0.3091666666666666,131.16666666666666,54.5,43.66666666666666,15.666666666666666,0.94,0.05,264.5,7.0,0.0,30.2,27.0,5.75,0.0,186.0,237.0,2.1,6.9,0.4890505623900227,0.2830610961719491,0.0003372434017595,5.321610365571495e-05,0.5133333333333333,0.48,21.83333333333333,26.287333333333333,64.11255034276532,100.0,40,80,40,70,60,40,61.42857142857143
2019-05-10,6.479263904738048,6.908333333333334,6.487500000000001,6.291666666666669,6.158749999999998,6.129166666666666,8.012499999999998,7.604166666666667,0.04625,1.7666666666666668,1.3041666666666665,0.7500000000000001,1.0041666666666669,23.75,6.1916666666666655,0.3333333333333332,0.2749999999999999,0.4154166666666666,0.2929166666666667,124.83333333333331,56.333333333333336,48.5,16.333333333333332,1.1,0.05,237.75,6.5,0.0,27.33333333333333,20.75,3.5,0.0,176.0,228.0,1.6,7.1,0.5460136704974704,0.2830610961719491,0.0003372434017595,5.321610365571495e-05,0.4816666666666667,0.4016666666666666,20.75,24.983,63.14810433807484,100.0,10,80,40,70,40,40,54.285714285714285
2019-05-11,6.507916666666667,6.933333333333334,6.529166666666666,6.345833333333334,6.2,6.141666666666665,7.908333333333334,7.524999999999999,0.025,1.3916666666666666,1.2791666666666668,0.725,1.025,23.25,6.045833333333334,0.26375,0.2287499999999999,0.3295833333333333,0.29875,120.0,52.333333333333336,42.16666666666666,16.5,0.97,0.03,199.5,5.75,0.0,29.5,21.5,4.0,0.0,177.0,221.0,1.8,7.0,0.61125,0.2830610961719491,0.0003372434017595,5.321610365571495e-05,0.45,0.5,20.33333333333333,24.48133333333333,62.242916666666666,100.0,10,80,40,70,60,40,57.142857142857146
2019-05-12,6.495416666666666,6.9625,6.479166666666669,6.316666666666666,6.2250000000000005,6.170833333333332,8.033333333333333,7.5666666666666655,0.0308333333333333,1.6416666666666668,0.9583333333333331,0.6541666666666665,0.9625,24.375,6.554166666666666,0.2366666666666666,0.2079166666666667,0.3120833333333333,0.25875,125.83333333333331,62.66666666666666,49.66666666666666,14.5,0.86,0.02,217.75,6.0,0.0,26.5,24.25,6.0,0.0,208.0,201.0,1.7,7.0,0.7029166666666669,0.2830610961719491,0.0003372434017595,5.321610365571495e-05,0.4901666666666666,0.4283333333333334,19.166666666666668,23.076666666666668,60.41374999999999,100.0,10,80,40,70,60,40,57.142857142857146
2019-05-13,6.584166666666666,6.941666666666669,6.4875,6.308333333333335,6.199999999999997,6.124999999999997,7.895833333333335,7.641666666666667,0.0383333333333333,1.854166666666667,1.2708333333333333,0.7333333333333334,1.0291666666666668,25.20833333333333,5.354166666666667,0.1975,0.1799999999999999,0.3029166666666666,0.2545833333333333,123.83333333333331,52.66666666666666,44.5,11.833333333333334,1.0,0.05,275.25,8.0,0.0,32.5,25.75,3.25,0.0,191.0,196.0,2.1,6.5,0.7741666666666669,0.2830610961719491,0.0003372434017595,5.321610365571495e-05,0.5733333333333334,0.47,20.0,24.08,59.48041666666668,100.0,40,80,40,70,60,40,61.42857142857143
2019-05-14,6.540416666666666,6.870833333333336,6.379166666666666,6.224999999999999,6.1291666666666655,6.045833333333334,7.979166666666667,7.483333333333333,0.0366666666666666,1.7749999999999997,1.2208333333333334,0.7375000000000002,1.0208333333333333,22.83333333333333,4.204166666666667,0.2129166666666666,0.1845833333333333,0.3604166666666666,0.2387500000000001,132.33333333333334,55.16666666666666,48.333333333333336,17.166666666666668,0.76,0.05,221.25,5.25,0.0,29.0,20.5,2.25,0.0,189.0,197.0,2.3,7.2,0.8254166666666666,0.2830610961719491,0.0003372434017595,5.321610365571495e-05,0.4383333333333334,0.4116666666666666,19.416666666666668,23.377666666666663,59.86291666666668,100.0,40,80,40,70,60,40,61.42857142857143
2019-05-15,6.573333333333332,6.9125000000000005,6.470833333333334,6.287500000000002,6.166666666666664,6.120833333333331,8.145833333333332,7.520833333333335,0.0283333333333333,1.5875,1.2541666666666669,0.7833333333333333,1.025,25.08333333333333,4.312500000000001,0.2225,0.18625,0.36375,0.2575,129.16666666666666,63.333333333333336,55.0,17.166666666666668,0.7,0.02,205.0,5.0,0.0,23.5,18.25,2.75,0.0,196.0,195.0,3.1,6.7,0.7888395182788371,0.2830610961719491,0.0003372434017595,5.321610365571495e-05,0.5416666666666667,0.4950000000000001,19.916666666666668,23.979666666666667,60.25000417387332,100.0,40,80,40,100,60,40,65.71428571428571
2019-05-16,6.532916666666668,6.908333333333335,6.479166666666664,6.275000000000003,6.162499999999999,6.083333333333331,8.195833333333335,7.662499999999999,0.0370833333333333,1.7708333333333333,1.2500000000000002,0.7875000000000001,1.0125,24.791666666666668,4.454166666666667,0.2170833333333333,0.2141666666666667,0.3275,0.2670833333333333,130.0,62.66666666666666,55.333333333333336,17.166666666666668,0.86,0.01,197.75,4.5,0.0,27.83333333333333,19.5,5.0,0.0,242.0,203.0,1.8,6.8,0.75875,0.2830610961719491,0.0003372434017595,5.321610365571495e-05,0.5116666666666667,0.4366666666666667,20.0,24.08,60.15208333333334,100.0,10,80,40,100,60,40,61.42857142857143
